"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",-34.5753055225414,70.7889476886147,-67.95484028456,209.532735661789,-67.95484028456,209.532735661789,43,5,20,"notyettreated","reg",NA,"rate_total_property_1899",0.471535965032958,0.471535965032958,0.62524669918929
