"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",-92.1351482056435,42.46398088036,-40.763892285343,125.691854046063,-40.763892285343,125.691854046063,37,2,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",-1.20976071614756,-1.20976071614756,0.0300277076750408
