"","type","term","event.time","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit"
"1","dynamic","ATT(-18)",-18,6.2076127827398,19.7023136184622,-44.947609101218,57.3628346666976,-32.4082123215591,44.8234378870387,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"2","dynamic","ATT(-17)",-17,45.2153747541232,24.9850617241626,-19.6560104565077,110.086759964754,-3.75444637674569,94.1851958849922,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"3","dynamic","ATT(-16)",-16,249.101193634934,108.04903547775,-31.4380613606101,529.640448630478,37.328975534253,460.873411735615,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"4","dynamic","ATT(-15)",-15,117.705581092186,55.7395000211055,-27.01683813723,262.428000321602,8.45816853455003,226.952993649823,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"5","dynamic","ATT(-14)",-14,55.8390225716056,29.728542300144,-21.3483680618195,133.026413205031,-2.42784964955217,114.105894792763,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"6","dynamic","ATT(-13)",-13,63.473080083628,38.6183699285796,-36.7959198292587,163.742079996515,-12.2175341180325,139.163694285289,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"7","dynamic","ATT(-12)",-12,57.4120338284803,38.1809282782009,-41.7211895903486,156.545257247309,-17.4212104931004,132.245278150061,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"8","dynamic","ATT(-11)",-11,49.3976903196555,48.7476548460354,-77.171054258382,175.966434897693,-46.1459575093632,144.941338148674,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"9","dynamic","ATT(-10)",-10,49.19875402606,40.4694025763928,-55.8762797185391,154.273787770659,-30.1198174995224,128.517325551642,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"10","dynamic","ATT(-9)",-9,25.3671427783497,32.862637256375,-59.9576334431902,110.69191899989,-39.0424426811495,89.7767282378489,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"11","dynamic","ATT(-8)",-8,55.9657045697895,37.0316065617877,-40.1834120807827,152.114821220362,-16.6149105809715,128.546319720551,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"12","dynamic","ATT(-7)",-7,27.9730967963682,37.5532515519463,-69.5304224757932,125.47661606853,-45.6299237478194,101.576117340556,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"13","dynamic","ATT(-6)",-6,3.12156999013904,45.3422562198879,-114.605374294929,120.848514275207,-85.7476191786285,91.9907591589066,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"14","dynamic","ATT(-5)",-5,-90.511942004339,43.3580272110829,-203.087020514674,22.0631365059961,-175.492113778769,-5.53177022990899,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"15","dynamic","ATT(-4)",-4,-54.3247995609543,40.1996347815542,-158.699406357259,50.0498072353506,-133.114635924464,24.4650368025556,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208896
"16","dynamic","ATT(-3)",-3,-43.6273242603847,89.7072803165853,-276.54392065956,189.28927213879,-219.450362831931,132.195714311161,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"17","dynamic","ATT(-2)",-2,-42.0727714104609,37.0277612378035,-138.21190403553,54.0663612146086,-114.645849864704,30.5003070437822,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"18","dynamic","ATT(-1)",-1,0,NA,NA,NA,NA,NA,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",NA,NA
"19","dynamic","ATT(0)",0,-36.2213880452442,13.2731176350968,-70.6838014888614,-1.75897460162711,-62.2362205725975,-10.206555517891,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"20","dynamic","ATT(1)",1,-108.532087848746,38.6319920448476,-208.836456317515,-8.22771937997766,-184.249400907685,-32.8147747898073,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"21","dynamic","ATT(2)",2,-107.581021309519,45.1474048236301,-224.802052096152,9.64000947711486,-196.068308759284,-19.0937338597538,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"22","dynamic","ATT(3)",3,-61.9926343865078,37.2452173950773,-158.696371666177,34.7111028931618,-134.991919077224,11.0066503042084,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208896
"23","dynamic","ATT(4)",4,-170.956356068057,68.5011798709373,-348.813288176125,6.90057604001183,-305.216201513594,-36.6965106225195,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208896
"24","dynamic","ATT(5)",5,-218.62087738497,51.5791933011226,-352.541447781434,-84.700306988506,-319.7142386068,-117.52751616314,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208897
"25","dynamic","ATT(6)",6,-201.299786658349,62.3174601200708,-363.101266495707,-39.4983068209912,-323.439764101699,-79.1598092149994,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208896
"26","dynamic","ATT(7)",7,-181.137855749892,58.7678297152509,-333.723050917289,-28.5526605824952,-296.320685441366,-65.9550260584173,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",1.95996398454005,2.59640684208896
