"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",-90.9286575672301,35.5289575710259,-34.1065196764365,105.164434818488,-34.1065196764365,105.164434818488,43,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",-1.59931902806888,-1.59931902806888,0.0104888312662119
