"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",-2.11932804887909,4.97990772088384,-4.78053205838143,14.7403475001491,-4.78053205838143,14.7403475001491,43,5,20,"notyettreated","reg",NA,"rate_total_violent_1899",0.534388217344321,0.534388217344321,0.670417001189565
