"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",-89.8961034467267,31.6783267512763,-30.410052771717,93.7667062742696,-30.410052771717,93.7667062742696,45,5,20,"notyettreated","reg",NA,"rate_total_cannabis_1899",-1.87781542699736,-1.87781542699736,0.00454285661780096
