"","type","term","event.time","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit"
"1","dynamic","ATT(-18)",-18,21.2377723865666,9.46448126907625,-1.12398388485056,43.5995286579837,2.68772996682319,39.78781480631,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"2","dynamic","ATT(-17)",-17,18.8593433235682,9.73032040850752,-4.13051182346177,41.8491984705981,-0.211734235141623,37.930420882278,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"3","dynamic","ATT(-16)",-16,22.4066379557018,9.23016699669017,0.598496668671814,44.2147792427318,4.31584307089885,40.4974328405048,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"4","dynamic","ATT(-15)",-15,23.5461986827059,7.47288588024303,5.88999038694803,41.2024069784638,8.89961149685167,38.1927858685602,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"5","dynamic","ATT(-14)",-14,19.1797458614688,6.40048535241251,4.05730128153536,34.3021904414023,6.63502508716415,31.7244666357735,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"6","dynamic","ATT(-13)",-13,18.565489069963,5.54353338047452,5.46776730240382,31.6632108375222,7.70036329713739,29.4306148427886,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"7","dynamic","ATT(-12)",-12,17.3029174149831,4.65093203419443,6.314147335909,28.2916874940572,8.18725813341839,26.4185766965478,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"8","dynamic","ATT(-11)",-11,16.3936013259305,5.66297683127031,3.01367018429393,29.773532467567,5.29437069135588,27.492831960505,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"9","dynamic","ATT(-10)",-10,9.15948757992519,8.01667848666795,-9.78154102255189,28.1005161824023,-6.55291352958105,24.8718886894314,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"10","dynamic","ATT(-9)",-9,10.1024784183429,6.26806921537342,-4.70710618557206,24.9120630222579,-2.18271149639322,22.3876683330791,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"11","dynamic","ATT(-8)",-8,15.7578414180681,9.25883579646326,-6.11803572208406,37.6337185582203,-2.38914328177008,33.9048261179063,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"12","dynamic","ATT(-7)",-7,13.6005259580408,9.72497102797337,-9.37669019269272,36.5777421087743,-5.4600670074825,32.661118923564,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"13","dynamic","ATT(-6)",-6,14.6265978431293,8.94661829162878,-6.51160212821801,35.7647978144767,-2.90845179189033,32.161647478149,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"14","dynamic","ATT(-5)",-5,17.0052567880901,8.98201744066674,-4.21658085134461,38.2270944275249,-0.599173904127298,34.6096874803076,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"15","dynamic","ATT(-4)",-4,14.5685328329585,9.21686002720429,-7.2081680401815,36.3452337060984,-3.49618087090882,32.6332465368257,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"16","dynamic","ATT(-3)",-3,13.4880177770798,9.66162349162042,-9.33952697296663,36.3155625271262,-5.44841629868237,32.4244518528419,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"17","dynamic","ATT(-2)",-2,7.46237822909572,9.72761979982565,-15.5210961822751,30.4458526404666,-11.6034062338613,26.5281626920527,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",1.95996398454005,2.36270278694309
"18","dynamic","ATT(-1)",-1,0,NA,NA,NA,NA,NA,45,5,20,"notyettreated","reg",NA,"rate_total_synth_narc_1899",NA,NA
