"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",11.8960686625065,22.3843161446937,-21.4881373174644,66.2567696068519,-21.4881373174644,66.2567696068519,45,5,20,"notyettreated","reg",NA,"rate_total_property_1899",1.49141058248879,1.49141058248879,0.595109337901891
