"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",-2.23077683161648,5.01883875202329,-4.81790444615631,14.8555819502029,-4.81790444615631,14.8555819502029,45,5,20,"notyettreated","reg",NA,"rate_total_violent_1899",0.515483310456398,0.515483310456398,0.656695098264702
