"","type","estimate","std.error","conf.low","conf.high","point.conf.low","point.conf.high","nobs","ngroup","ntime","control.group","est.method","group","outcome","point_crit","simult_crit","pval"
"1","simple",-38.3665068462563,36.6150498136926,-35.1491291132848,108.37922874067,-35.1491291132848,108.37922874067,37,2,20,"notyettreated","reg",NA,"rate_total_violent_1899",-0.0878703633981761,-0.0878703633981761,0.294714934360996
