="%  7 Apr 2025 09:24:59"
="Table 3 - black "
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)"
="",="Coc-All",="Coc-Poss",="Coc-Sale",="Synth-All",="Synth-Poss",="Synth-Sale",="Dang-All",="Dang-Poss",="Dang-Sale"
="RML",="184.58",="115.80",="68.78",="-28.16**",="-21.78**",="-6.38",="14.42",="38.60",="-24.18**"
="",="(121.29)",="(77.27)",="(51.15)",="(13.17)",="(9.95)",="(4.72)",="(38.29)",="(37.37)",="(9.61)"
="Pre-treat DV mean",="796.89",="527.65",="269.24",="20.78",="15.93",="4.85",="440.69",="372.55",="68.13"
="N",="900",="900",="900",="900",="900",="900",="900",="900",="900"

="%  7 Apr 2025 09:24:59"
="Table 3 - white "
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)"
="",="Coc-All",="Coc-Poss",="Coc-Sale",="Synth-All",="Synth-Poss",="Synth-Sale",="Dang-All",="Dang-Poss",="Dang-Sale"
="RML",="-0.15",="2.35",="-2.49",="-30.76**",="-25.10***",="-5.67*",="-15.70",="-6.70",="-9.00***"
="",="(8.80)",="(9.21)",="(1.65)",="(12.13)",="(9.30)",="(3.17)",="(14.74)",="(14.35)",="(2.08)"
="Pre-treat DV mean",="210.23",="183.77",="26.46",="17.21",="13.83",="3.39",="278.87",="237.47",="41.40"
="N",="900",="900",="900",="900",="900",="900",="900",="900",="900"

="%  7 Apr 2025 09:25:01"
="Table 3 - diff in RML coeff. "
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)"
="",="Coc-All",="Coc-Poss",="Coc-Sale",="Synth-All",="Synth-Poss",="Synth-Sale",="Dang-All",="Dang-Poss",="Dang-Sale"
="Diff. in Coeff. (Black-White)",="184.72",="113.45",="71.27",="2.60",="3.32",="-0.72",="30.12",="45.30",="-15.18"
="",="(117.41)",="(72.05)",="(51.00)",="(5.02)",="(4.07)",="(2.41)",="(31.99)",="(32.14)",="(9.43)"

="%  7 Apr 2025 09:25:01"
="Table 3 - black "
="",="(1)",="(2)",="(3)"
="",="NonMJ-All",="NonMJ-Poss",="NonMJ-Sale"
="RML",="170.83",="132.62",="38.22"
="",="(130.08)",="(86.09)",="(54.56)"
="Pre-treat DV mean",="1258.36",="916.13",="342.23"
="N",="900",="900",="900"

="%  7 Apr 2025 09:25:01"
="Table 3 - white "
="",="(1)",="(2)",="(3)"
="",="NonMJ-All",="NonMJ-Poss",="NonMJ-Sale"
="RML",="-46.61**",="-29.45",="-17.16***"
="",="(20.45)",="(18.36)",="(5.50)"
="Pre-treat DV mean",="506.31",="435.06",="71.25"
="N",="900",="900",="900"

="%  7 Apr 2025 09:25:02"
="Table 3 - diff in RML coeff. "
="",="(1)",="(2)",="(3)"
="",="NonMJ-All",="NonMJ-Poss",="NonMJ-Sale"
="Diff. in Coeff. (Black-White)",="217.44*",="162.07*",="55.38"
="",="(129.18)",="(85.12)",="(53.47)"

="% 22 Apr 2025 13:07:34"
="Table 3 - black "
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)"
="",="Coc-All",="Coc-Poss",="Coc-Sale",="Synth-All",="Synth-Poss",="Synth-Sale",="Dang-All",="Dang-Poss",="Dang-Sale"
="RML",="184.58",="115.80",="68.78",="-28.16**",="-21.78**",="-6.38",="14.42",="38.60",="-24.18**"
